Perturbation_1	Perturbation_2	#overlap	#sample	#True	#Backgroud	#twoPert	#pert1	#pert2	p-value
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-A85860691_chaetocin_HCC515_24.0_h_0.08_um	6	293	21	8706	EZH2; KLF4; NES; MYC; PROM1; SOX2	EZH2; KLF4; NES	MYC; PROM1; SOX2	3.5278E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	6	300	21	8706	EZH2; KLF4; NES; LGR5; MYC; PROM1	EZH2; KLF4; NES	LGR5; MYC; PROM1	4.12698E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K00337317_NU-7441_HCC515_24_h_10_um	4	247	21	8706	EZH2; KLF4; NES; MYC	EZH2; KLF4; NES	EZH2; KLF4; MYC	0.000247475
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K02113016_AZD2281 (KU59436)_SNGM_6.0_h_44.4_um	5	213	21	8706	EZH2; KLF4; NES; BMI1; MYC	EZH2; KLF4; NES	BMI1; KLF4; MYC	7.97757E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K03449891_foretinib_HCC515_24_h_10_um	5	193	21	8706	EZH2; KLF4; NES; CD44; MYC	EZH2; KLF4; NES	CD44; EZH2; MYC	4.51574E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K04548931_epirubicin_HA1E_6.0_h_10.0_um	5	245	21	8706	EZH2; KLF4; NES; MYC; PROM1	EZH2; KLF4; NES	KLF4; MYC; PROM1	1.77738E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K04548931_epirubicin_MCF7_24.0_h_10.0_um	5	254	21	8706	EZH2; KLF4; NES; MYC; PROM1	EZH2; KLF4; NES	EZH2; MYC; PROM1	2.18205E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K06765193_(E)-2-(1H-Benzoimidazol-2-yl)-3-(5-nitro-furan-2-yl)-acrylonitrile BRD-K06765193_VCAP_24.0_h_10.0_um	6	144	21	8706	EZH2; KLF4; NES; CD44; LGR5; MYC	EZH2; KLF4; NES	CD44; LGR5; MYC	2.80381E-08
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K06765193_5663823_HEPG2_6.0_h_10.0_um	6	199	21	8706	EZH2; KLF4; NES; BMI1; CTNNB1; PROM1	EZH2; KLF4; NES	BMI1; CTNNB1; PROM1	2.60048E-07
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K08109215_I-BET_HCC515_24_h_3.33_um	4	201	21	8706	EZH2; KLF4; NES; MYC	EZH2; KLF4; NES	EZH2; KLF4; MYC	9.39589E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K08799216_pelitinib_HCC515_24_h_0.37_um	5	196	21	8706	EZH2; KLF4; NES; CD44; MYC	EZH2; KLF4; NES	CD44; EZH2; MYC	4.93738E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K08799216_pelitinib_HCC515_24_h_10_um	6	231	21	8706	EZH2; KLF4; NES; LGR5; MYC; PROM1	EZH2; KLF4; NES	LGR5; MYC; PROM1	7.16037E-07
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K09951645_dabrafenib_HCC515_24_h_0.37_um	4	154	21	8706	EZH2; KLF4; NES; PROM1	EZH2; KLF4; NES	EZH2; NES; PROM1	2.62688E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K11927976_ER 27319 maleate_HA1E_6.0_h_10.0_um	6	317	21	8706	EZH2; KLF4; NES; KDM5B; MYC; PROM1	EZH2; KLF4; NES	KDM5B; MYC; PROM1	5.94561E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K11927976_ER 27319 maleate_HCC515_6.0_h_10.0_um	6	327	21	8706	EZH2; KLF4; NES; KDM5B; MYC; PROM1	EZH2; KLF4; NES	KDM5B; MYC; PROM1	7.2985E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K11927976_ER 27319 maleate_PC3_6.0_h_10.0_um	5	311	21	8706	EZH2; KLF4; NES; KDM5B; MYC	EZH2; KLF4; NES	KDM5B; KLF4; MYC	6.8215E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K12502280_TG101348_HCC515_24.0_h_11.1_um	5	289	21	8706	EZH2; KLF4; NES; CD44; MYC	EZH2; KLF4; NES	CD44; EZH2; MYC	4.52383E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K12502280_TG101348_HCT116_6.0_h_11.1_um	5	198	21	8706	EZH2; KLF4; NES; ABCG2; MYC	EZH2; KLF4; NES	ABCG2; KLF4; MYC	5.23591E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K12502280_TG101348_SNUC4_6.0_h_11.1_um	5	212	21	8706	EZH2; KLF4; NES; MYC; PROM1	EZH2; KLF4; NES	KLF4; MYC; PROM1	7.76448E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K13390322_AT-7519_BT20_3_h_10_um	5	167	21	8706	EZH2; KLF4; NES; MYC; PROM1	EZH2; KLF4; NES	KLF4; MYC; PROM1	1.94634E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K13390322_AT-7519_HS578T_3_h_0.37_um	5	213	21	8706	EZH2; KLF4; NES; MYC; PROM1	EZH2; KLF4; NES	KLF4; MYC; PROM1	7.97757E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K13390322_AT-7519_LNCAP_24_h_3.33_um	5	195	21	8706	EZH2; KLF4; NES; MYC; PROM1	EZH2; KLF4; NES	EZH2; MYC; PROM1	4.79341E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K13390322_AT-7519_LNCAP_3_h_3.33_um	6	204	21	8706	EZH2; KLF4; NES; CD44; MYC; PROM1	EZH2; KLF4; NES	CD44; KLF4; MYC; PROM1	3.07987E-07
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K13390322_AT-7519_MDAMB231_3_h_1.11_um	5	261	21	8706	EZH2; KLF4; NES; KDM5B; MYC	EZH2; KLF4; NES	KDM5B; KLF4; MYC	2.54583E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K13566078_BMS-345541_LNCAP_3_h_10_um	5	159	21	8706	EZH2; KLF4; NES; MYC; PROM1	EZH2; KLF4; NES	KLF4; MYC; PROM1	1.46046E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K13662825_dinaciclib_HCC515_24_h_0.12_um	5	222	21	8706	EZH2; KLF4; NES; CD44; PROM1	EZH2; KLF4; NES	CD44; EZH2; PROM1	1.01183E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K17110974_aristolochic acid_HT29_6.0_h_10.0_um	6	182	21	8706	EZH2; KLF4; NES; CD44; MYC; PROM1	EZH2; KLF4; NES	CD44; MYC; PROM1	1.41175E-07
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K17349619_HLI 373_CL34_6.0_h_10.0_um	5	237	21	8706	EZH2; KLF4; NES; MYC; PROM1	EZH2; KLF4; NES	KLF4; MYC; PROM1	1.4709E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K17349619_HLI 373_HCT116_6.0_h_10.0_um	5	254	21	8706	EZH2; KLF4; NES; MYC; PROM1	EZH2; KLF4; NES	KLF4; MYC; PROM1	2.18205E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K17349619_HLI 373_HT115_6.0_h_10.0_um	5	241	21	8706	EZH2; KLF4; NES; MYC; PROM1	EZH2; KLF4; NES	KLF4; MYC; PROM1	1.61826E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K19540840_saracatinib_HCC515_24_h_10_um	4	210	21	8706	EZH2; KLF4; NES; MYC	EZH2; KLF4; NES	EZH2; MYC; NES	0.000115594
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K19687926_lapatinib_HCC515_24_h_10_um	4	175	21	8706	EZH2; KLF4; NES; MYC	EZH2; KLF4; NES	EZH2; MYC; NES	4.85701E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K19735876_NCGC00182353-01_MCF7_24.0_h_10.0_um	5	220	21	8706	EZH2; KLF4; NES; LGR5; PROM1	EZH2; KLF4; NES	KLF4; LGR5; PROM1	9.60633E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K20526256_HG-14-10-04_HCC515_24_h_10_um	5	206	21	8706	EZH2; KLF4; NES; MYC; PROM1	EZH2; KLF4; NES	EZH2; MYC; NES; PROM1	6.58109E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K20526256_HG-14-10-04_HCC515_24_h_3.33_um	3	193	21	8706	EZH2; KLF4; NES	EZH2; KLF4; NES	EZH2; KLF4; NES	0.001042344
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K25433859_maprotilline hcl_MCF7_24.0_h_10.0_um	5	210	21	8706	EZH2; KLF4; NES; CD44; PROM1	EZH2; KLF4; NES	CD44; EZH2; PROM1	7.35221E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K26838195_AST1306_HCC515_24_h_0.12_um	5	170	21	8706	EZH2; KLF4; NES; PROM1; TWIST1	EZH2; KLF4; NES	EZH2; KLF4; PROM1; TWIST1	2.15958E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K31342827_GF-109203X_AGS_6.0_h_12.12_um	5	219	21	8706	EZH2; KLF4; NES; BMI1; MYC	EZH2; KLF4; NES	BMI1; KLF4; MYC	9.35837E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K31342827_GF-109203X_HA1E_24.0_h_12.12_um	6	261	21	8706	EZH2; KLF4; NES; CD44; MYC; PROM1	EZH2; KLF4; NES	CD44; MYC; PROM1	1.62946E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K31912990_CGP 71683 hydrochloride_HCC515_24.0_h_10.0_um	5	328	21	8706	EZH2; KLF4; NES; BMI1; CD44	EZH2; KLF4; NES	BMI1; CD44; EZH2	9.17286E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K34581968_BMS-536924_HCC515_24.0_h_11.1_um	5	233	21	8706	EZH2; KLF4; NES; CD44; MYC	EZH2; KLF4; NES	CD44; EZH2; MYC	1.33463E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K34581968_BMS-536924_PL21_6.0_h_11.1_um	5	185	21	8706	EZH2; KLF4; NES; LGR5; MYC	EZH2; KLF4; NES	KLF4; LGR5; MYC	3.53289E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K36363294_I-BET151_HCC515_24_h_0.37_um	4	180	21	8706	EZH2; KLF4; NES; MYC	EZH2; KLF4; NES	EZH2; KLF4; MYC	5.55754E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K39484304_triptolide_HA1E_6.0_h_10.0_um	6	253	21	8706	EZH2; KLF4; NES; KDM5B; MYC; PROM1	EZH2; KLF4; NES	KDM5B; MYC; PROM1	1.32213E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K39484304_triptolide_PC3_24.0_h_10.0_um	5	296	21	8706	EZH2; KLF4; NES; CD44; MYC	EZH2; KLF4; NES	CD44; EZH2; MYC	5.17398E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K39484304_triptolide_PC3_6.0_h_10.0_um	5	300	21	8706	EZH2; KLF4; NES; MYC; PROM1	EZH2; KLF4; NES	KLF4; MYC; PROM1	5.578E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K43389675_DAUNORUBICIN_HCC515_24.0_h_10.0_um	6	352	21	8706	EZH2; KLF4; NES; BMI1; MYC; PROM1	EZH2; KLF4; NES	BMI1; EZH2; MYC; PROM1	1.18439E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K43389675_DAUNORUBICIN_HCC515_6.0_h_10.0_um	5	275	21	8706	EZH2; KLF4; NES; KDM5B; MYC	EZH2; KLF4; NES	KDM5B; KLF4; MYC	3.42071E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K43389675_DAUNORUBICIN_HEPG2_6.0_h_10.0_um	5	254	21	8706	EZH2; KLF4; NES; MYC; PROM1	EZH2; KLF4; NES	EZH2; MYC; PROM1	2.18205E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K43389675_DAUNORUBICIN_PC3_6.0_h_10.0_um	6	314	21	8706	EZH2; KLF4; NES; CD44; MYC; PROM1	EZH2; KLF4; NES	CD44; KLF4; MYC; PROM1	5.58332E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K49371609_528116.cdx_HA1E_6.0_h_0.09_um	6	336	21	8706	EZH2; KLF4; NES; KDM5B; MYC; PROM1	EZH2; KLF4; NES	KDM5B; MYC; PROM1	8.7273E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K51290057_Ch 55_HCC515_24.0_h_10.0_um	6	194	21	8706	EZH2; KLF4; NES; BMI1; PROM1; TWIST1	EZH2; KLF4; NES	BMI1; PROM1; TWIST1	2.18571E-07
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	6	157	21	8706	EZH2; KLF4; NES; CD44; PROM1; TWIST1	EZH2; KLF4; NES	CD44; PROM1; TWIST1	5.10343E-08
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	6	198	21	8706	EZH2; KLF4; NES; CD44; LGR5; MYC	EZH2; KLF4; NES	CD44; LGR5; MYC	2.51259E-07
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K54233340_Dorsomorphin dihydrochloride_HCC515_6.0_h_10.0_um	6	284	21	8706	EZH2; KLF4; NES; CD44; NOTCH1; PROM1	EZH2; KLF4; NES	CD44; NOTCH1; PROM1	2.86609E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K54233340_Dorsomorphin dihydrochloride_PC3_6.0_h_10.0_um	5	259	21	8706	EZH2; KLF4; NES; CD44; PROM1	EZH2; KLF4; NES	CD44; KLF4; PROM1	2.43723E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K55187425_ON-01910_HEPG2_24_h_10_um	6	206	21	8706	EZH2; KLF4; NES; ABCG2; CD34; LGR5	EZH2; KLF4; NES	ABCG2; CD34; LGR5	3.29149E-07
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K60038276_irbesartan_MCF7_24.0_h_10.0_um	6	193	21	8706	EZH2; KLF4; NES; CD44; MYC; PROM1	EZH2; KLF4; NES	CD44; MYC; PROM1	2.10986E-07
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K67844266_MLN4924_SW948_6.0_h_11.1_um	6	195	21	8706	EZH2; KLF4; NES; LGR5; MYC; PROM1	EZH2; KLF4; NES	LGR5; MYC; PROM1	2.26385E-07
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K68336408_Tyrphostin AG 1478_HCC515_24.0_h_56.78_um	5	276	21	8706	EZH2; KLF4; NES; CD44; MYC	EZH2; KLF4; NES	CD44; EZH2; MYC	3.49146E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K68336408_Tyrphostin AG 1478_HT29_24.0_h_56.78_um	6	365	21	8706	EZH2; KLF4; NES; CD44; LGR5; MYC	EZH2; KLF4; NES	CD44; EZH2; LGR5; MYC	1.50142E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K68336408_Tyrphostin AG 1478_NCIH1836_6.0_h_56.78_um	6	188	21	8706	EZH2; KLF4; NES; ABCG2; PROM1; SOX2	EZH2; KLF4; NES	ABCG2; NES; PROM1; SOX2	1.76309E-07
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K68336408_Tyrphostin AG 1478_U937_6.0_h_56.78_um	6	230	21	8706	EZH2; KLF4; NES; LGR5; MYC; PROM1	EZH2; KLF4; NES	KLF4; LGR5; MYC; PROM1	6.95336E-07
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K69650333_idarubicin hcl_A549_24.0_h_10.0_um	5	197	21	8706	EZH2; KLF4; NES; MYC; PROM1	EZH2; KLF4; NES	EZH2; MYC; PROM1	5.08486E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K70578146_dactinomycin_VCAP_6.0_h_10.0_um	5	197	21	8706	EZH2; KLF4; NES; MYC; PROM1	EZH2; KLF4; NES	EZH2; MYC; PROM1	5.08486E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K73395020_ARP 101_HCC515_24.0_h_10.0_um	5	400	21	8706	EZH2; KLF4; NES; BMI1; MYC	EZH2; KLF4; NES	BMI1; EZH2; MYC	0.000272805
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K76401790_JNK-IN-5A_HCC515_24_h_1.11_um	6	168	21	8706	EZH2; KLF4; NES; CD44; MYC; PROM1	EZH2; KLF4; NES	CD44; MYC; PROM1	8.14371E-08
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K76694128_DCC-2036_HEPG2_24_h_3.33_um	6	200	21	8706	EZH2; KLF4; NES; CD44; LGR5; PROM1	EZH2; KLF4; NES	CD44; LGR5; PROM1	2.69094E-07
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K79222491_2-morpholino-9-(thiophen-3-yl)-N-((5-(trifluoromethyl)-1H-benzo[d]imidazol-2-yl)methyl)-9H-purin-6-amine_HA1E_6.0_h_10.0_um	6	341	21	8706	EZH2; KLF4; NES; KDM5B; MYC; PROM1	EZH2; KLF4; NES	KDM5B; MYC; PROM1	9.61717E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K79239947_PF 573228_HCC515_24_h_10_um	4	170	21	8706	EZH2; KLF4; NES; PROM1	EZH2; KLF4; NES	EZH2; NES; PROM1	4.22708E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K79239947_PF 573228_PC3_24_h_10_um	5	160	21	8706	EZH2; KLF4; NES; MYC; PROM1	EZH2; KLF4; NES	EZH2; MYC; PROM1	1.51509E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K80700417_SGI-1776_HCC515_24_h_10_um	3	180	21	8706	EZH2; KLF4; NES	EZH2; KLF4; NES	EZH2; KLF4; NES	0.00080308
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K81651477_Parthenolide_HCT116_6.0_h_20.0_um	6	222	21	8706	EZH2; KLF4; NES; EPAS1; MYC; PROM1	EZH2; KLF4; NES	EPAS1; MYC; PROM1	5.47136E-07
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K81651477_Parthenolide_SW948_6.0_h_20.0_um	6	223	21	8706	EZH2; KLF4; NES; LGR5; MYC; PROM1	EZH2; KLF4; NES	LGR5; MYC; PROM1	5.64058E-07
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K82216340_medroxyprogesterone 17-acetate_VCAP_24.0_h_10.0_um	5	205	21	8706	EZH2; KLF4; NES; MYC; PROM1	EZH2; KLF4; NES	EZH2; MYC; PROM1	6.39899E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K87737963_CYT387_MDAMB231_3_h_10_um	5	181	21	8706	EZH2; KLF4; NES; MYC; PROM1	EZH2; KLF4; NES	KLF4; MYC; PROM1	3.11156E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K88560311_AG-014699 (PF-01367338)_HT115_6.0_h_10.0_um	6	207	21	8706	EZH2; KLF4; NES; BMI1; LGR5; PROM1	EZH2; KLF4; NES	BMI1; LGR5; PROM1	3.40182E-07
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K88573743_A443654_MCF10A_24_h_0.37_um	5	214	21	8706	EZH2; KLF4; NES; CD44; LGR5	EZH2; KLF4; NES	CD44; KLF4; LGR5	8.19539E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K92093830_doxorubicin_HA1E_6.0_h_10.0_um	6	256	21	8706	EZH2; KLF4; NES; EPAS1; MYC; PROM1	EZH2; KLF4; NES	EPAS1; KLF4; MYC; PROM1	1.43109E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K92428232_GSK-461364_HCC515_24_h_10_um	4	202	21	8706	EZH2; KLF4; NES; MYC	EZH2; KLF4; NES	EZH2; KLF4; MYC	9.61944E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K93725829_ERK inhibitor 11e_HCT116_6.0_h_0.5_um	6	208	21	8706	EZH2; KLF4; NES; CD34; MYC; PROM1	EZH2; KLF4; NES	CD34; KLF4; MYC; PROM1	3.51525E-07
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K94176593_TWS119_HCC515_24.0_h_10.0_um	4	250	21	8706	EZH2; KLF4; NES; MYC	EZH2; KLF4; NES	EZH2; KLF4; MYC	0.00026178
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K98548675_Parthenolide_AGS_6.0_h_10.0_um	5	213	21	8706	EZH2; KLF4; NES; CD44; LGR5	EZH2; KLF4; NES	CD44; LGR5; NES	7.97757E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K98548675_Parthenolide_LOVO_6.0_h_10.0_um	5	214	21	8706	EZH2; KLF4; NES; MYC; PROM1	EZH2; KLF4; NES	MYC; NES; PROM1	8.19539E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-K99964838_bosutinib_HCC515_24_h_10_um	5	182	21	8706	EZH2; KLF4; NES; ABCG2; MYC	EZH2; KLF4; NES	ABCG2; KLF4; MYC; NES	3.21282E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-U51024685_HG-6-64-01_HT29_24_h_3.33_um	4	204	21	8706	EZH2; KLF4; NES; MYC	EZH2; KLF4; NES	EZH2; MYC; NES	0.000100789
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-U60236422_WH-4-025_HCC515_24_h_3.33_um	5	202	21	8706	EZH2; KLF4; NES; CD44; PROM1	EZH2; KLF4; NES	CD44; EZH2; PROM1	5.87718E-06
BRD-A30437061_Camptothecin_VCAP_6.0_h_10.0_um	BRD-A31107743_89671_A375_24.0_h_0.09_um	5	243	21	8706	EZH2; MYC; PROM1; SOX2; TWIST1	EZH2; MYC; PROM1	EZH2; SOX2; TWIST1	1.69631E-05
BRD-A30437061_Camptothecin_VCAP_6.0_h_10.0_um	BRD-A34806832_Proscillaridin A_HA1E_24.0_h_10.0_um	5	262	21	8706	EZH2; MYC; PROM1; LGR5; NES	EZH2; MYC; PROM1	LGR5; NES; PROM1	2.60158E-05
BRD-A30437061_Camptothecin_VCAP_6.0_h_10.0_um	BRD-A48720949_TESTOSTERONE PROPIONATE_VCAP_24.0_h_10.0_um	4	222	21	8706	EZH2; MYC; PROM1; NES	EZH2; MYC; PROM1	EZH2; MYC; NES	0.000150196
BRD-A30437061_Camptothecin_VCAP_6.0_h_10.0_um	BRD-A52530684_DOXORUBICIN_HCC515_24.0_h_10.0_um	4	261	21	8706	EZH2; MYC; PROM1; BMI1	EZH2; MYC; PROM1	BMI1; MYC; PROM1	0.000319711
BRD-A30437061_Camptothecin_VCAP_6.0_h_10.0_um	BRD-A52530684_DOXORUBICIN_HEPG2_6.0_h_10.0_um	3	174	21	8706	EZH2; MYC; PROM1	EZH2; MYC; PROM1	EZH2; MYC; PROM1	0.000707057
BRD-A30437061_Camptothecin_VCAP_6.0_h_10.0_um	BRD-A52530684_DOXORUBICIN_PC3_24.0_h_10.0_um	3	214	21	8706	EZH2; MYC; PROM1	EZH2; MYC; PROM1	EZH2; MYC; PROM1	0.001529102
BRD-A30437061_Camptothecin_VCAP_6.0_h_10.0_um	BRD-A57382968_piroxicam_MCF7_24.0_h_10.0_um	4	201	21	8706	EZH2; MYC; PROM1; CD44	EZH2; MYC; PROM1	CD44; EZH2; MYC	9.39589E-05
BRD-A30437061_Camptothecin_VCAP_6.0_h_10.0_um	BRD-A62326914_paroxetine_VCAP_24.0_h_10.0_um	4	166	21	8706	EZH2; MYC; PROM1; EPAS1	EZH2; MYC; PROM1	EPAS1; EZH2; MYC	3.77048E-05
BRD-A30437061_Camptothecin_VCAP_6.0_h_10.0_um	BRD-A68009927_daunorubicin_A549_6.0_h_10.0_um	4	281	21	8706	EZH2; MYC; PROM1; KLF4	EZH2; MYC; PROM1	EZH2; KLF4; MYC; PROM1	0.000449552
BRD-A30437061_Camptothecin_VCAP_6.0_h_10.0_um	BRD-A68009927_daunorubicin_HA1E_6.0_h_10.0_um	4	193	21	8706	EZH2; MYC; PROM1; KLF4	EZH2; MYC; PROM1	KLF4; MYC; PROM1	7.74848E-05
BRD-A30437061_Camptothecin_VCAP_6.0_h_10.0_um	BRD-A68009927_daunorubicin_HCC515_6.0_h_10.0_um	5	204	21	8706	EZH2; MYC; PROM1; KDM5B; KLF4	EZH2; MYC; PROM1	EZH2; KDM5B; KLF4; MYC; PROM1	6.22102E-06
BRD-A30437061_Camptothecin_VCAP_6.0_h_10.0_um	BRD-A68009927_daunorubicin_HEPG2_6.0_h_10.0_um	3	174	21	8706	EZH2; MYC; PROM1	EZH2; MYC; PROM1	EZH2; MYC; PROM1	0.000707057
BRD-A30437061_Camptothecin_VCAP_6.0_h_10.0_um	BRD-A68009927_daunorubicin_MCF7_6.0_h_10.0_um	4	224	21	8706	EZH2; MYC; PROM1; KDM5B	EZH2; MYC; PROM1	KDM5B; MYC; PROM1	0.000156661
BRD-A30437061_Camptothecin_VCAP_6.0_h_10.0_um	BRD-A79465854_auranofin_SNUC4_6.0_h_10.0_um	3	167	21	8706	EZH2; MYC; PROM1	EZH2; MYC; PROM1	EZH2; MYC; PROM1	0.000605708
BRD-A30437061_Camptothecin_VCAP_6.0_h_10.0_um	BRD-A80017228_bendrofluazide_VCAP_24.0_h_10.0_um	4	173	21	8706	EZH2; MYC; PROM1; CD44	EZH2; MYC; PROM1	CD44; EZH2; MYC	4.59686E-05
BRD-A30437061_Camptothecin_VCAP_6.0_h_10.0_um	BRD-A85860691_chaetocin_A375_24.0_h_0.08_um	5	299	21	8706	EZH2; MYC; PROM1; CD44; NES	EZH2; MYC; PROM1	CD44; NES; PROM1	5.47469E-05
BRD-A30437061_Camptothecin_VCAP_6.0_h_10.0_um	BRD-A85860691_chaetocin_HCC515_24.0_h_0.08_um	4	237	21	8706	EZH2; MYC; PROM1; SOX2	EZH2; MYC; PROM1	MYC; PROM1; SOX2	0.000204071
BRD-A30437061_Camptothecin_VCAP_6.0_h_10.0_um	BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	4	246	21	8706	EZH2; MYC; PROM1; LGR5	EZH2; MYC; PROM1	LGR5; MYC; PROM1	0.000242842
BRD-A30437061_Camptothecin_VCAP_6.0_h_10.0_um	BRD-K00337317_NU-7441_HCC515_24_h_10_um	4	221	21	8706	EZH2; MYC; PROM1; KLF4	EZH2; MYC; PROM1	EZH2; KLF4; MYC	0.000147041
